id;sentiment;message
2096;;"Chaperlipopette a écrit : Bonjour, J'aurais voulu savoir si certains d'entre vous utilisaient leur décodeur avec le seul branchement antenne, sans parabole. Je n'ai plus de parabole (la réception étant trop mauvaise avec les intempéries) Qu'en pensez vous? Bonjour, j'en pense qu'une parabole bien réglée n'est pas si sensible que a aux intempéries. Il faut un sacré ""temps de chien"" pour que a décroche. Ca m'arrive à tout casser 4-5 fois par année, et le décrochage dure max 15min. En bref, je ne me passe pas de la réception satellite pour si peu   "
2097;;Je viens d'essayer et ca ne fonctionne pas, mme avec une tte seule de branchée sur l'entrée satellite. Voilà a pourra peut-tre en aider certains moi j'abandonne. Tant pis pour le replay et la VOD.
2098;;@Chaperlipopette_  Bonjour,   Je peux dire qu'avec l'ancienne interface c'était possible, je pense que votre décodeur a une panne. De plus c'est un UHD90 slim sagem d'aprs vos photos, demandez un Samsung, il est plus fiable.   @+ A chacun son boulot, je n'interviens dorénavant que pour les problmes qui ne sont pas du ressort de l'assistance d'Orange ou pour renforcer certains commentaires. Entraide ou pas d'entraide? Telle est la question.
2099;; pour faire suite a la discution quand on prend un abonnement on signe un contrat ils ne le respectent plus
2100;;oui je veus bien as tu un lien,
2101;;je ne sait pas te le donner regarde les messages precedents il y a le lien
2102;;voila le lien pour la petition https://www.change.org/p/orange-pour-que-la-chaine-de-sports-m%C3%A9canique-ne-devienne-pas-payante-...   toujours aucune nouvelle d'ORANGE !!!!!!!!!!!!!!!
2103;;si AB moteur n'est pas remis prochainement gratuitement sur le bouquet initial ,c'est sur je quitte orange  , rien a perdre de toute facon
2104;;ils ont beau avoir mis d'autres chaines a la place , c'est AB moteur que l'on veut .
2105;;Je suis abonné orange depuis des années , la chaine AB moteurs faisait partie de cet abonnement, et sous prétexte que les autres fournisseurs la font payer, orange a décidé de faire la mme chose sans prévenir bien sur. C'est une honte, toujours plus de profit , j'espre que peux de personnes paieront pour la voir.
2106;;bonjour   il y a un fil d'ouvert http://communaute.orange.fr/t5/TV-par-Satellite/ab-moteur-ne-fait-plus-parti-de-l-offre/m-p/839891#M... ---------------------------------------------------------- l'obstination est le chemin de la réussite charlie chaplin
2107;;En effet, je fais le mme constat et je suis trs déu coyote16 a écrit : bonjour je viens de decouvrir que AB moteur ne fait plus parti de l'offre d'Orange pouvez vous svp me confirmer? merci
2108;;"Xavier de TOULOUSE:                       Vous parlez d'une generosite, nous "" refourguer"" en clair des chaines dont personne ne veux ou dont certain ne connaissent mme pas leur existance, ils apellent a de la "" GENEROSITE"", j'apelle a du foutage de gueule. Si rien ne change d'ici a la reprise de la saison NASCAR, je crois que je vais faire comme beaucoup, ""je me tire ailleur.(pourtant ma soeur travaille chez orange). Je crois bien qu'orange nous a fait marron."
2109;;j'aimerai vraiment avoir l'avis d'un moderateur de chez orange, car il est sur a 1000% que les messages sont suivis meme a titre perso possible ou pas, j'en doute !!!! vue que vous etes en tord et qu'il y a mensonge sur vos dires, je doute que vous interveniez mais franchement la vous avez fait un truc pas cool et qui risque de vous nuire pour de bon !!
2110;;"Bonjour,   Comme le sugere ""did917,c'est ce que j'ai egalement dit a tout ces teleprospecteurs qui vous arcelent au telephone pour vous vendre tout ou n'importe quoi, et bien evidement quand vous tes presser pour juste vous mettre la pression et prendre des decisions ative, Je ne souscrirais a un bouquet de chaines TV que quand je pourrais en choisir tout le contenus. Je ne prendrais pas un abonnement de 10 chaines pour n'en regarger qu'une, c'est du fric jeter par la fentre."
2111;;je peux vous dire que je me suis pas fait berner comme vous dite   c'etait soit , je recuperais abmoteur comme avant et gratuitement   ou j'allais quiter mon abonnement de la box et mon telephone portable   j'ai pris orange aussi bien pour le debit et pour cette chaine abmoteur incluse   si vous mettez la pression au responsable d'orange , vous recuperez abmoteur gratuitement .
2112;;qsd19 a écrit : je peux vous dire que je me suis pas fait berner comme vous dite   c'etait soit , je recuperais abmoteur comme avant et gratuitement   ou j'allais quiter mon abonnement de la box et mon telephone portable   j'ai pris orange aussi bien pour le debit et pour cette chaine abmoteur incluse   si vous mettez la pression au responsable d'orange , vous recuperez abmoteur gratuitement .     Bonjour, @qsd19_  Mon petit se trompe parfois, mais ne croyez pas que vous avez réusssi à faire plier Orange. C'est au mieux un rétablissement temporaire pour un ou deux mois, et au pire une souscription au bouquet sport Max à votre insu.   A bientôt pour la suite.....du feuilleton   @+ A chacun son boulot, je n'interviens dorénavant que pour les problmes qui ne sont pas du ressort de l'assistance d'Orange ou pour renforcer certains commentaires. Entraide ou pas d'entraide? Telle est la question.
2113;;bonjour comme je l'avais dit, personne de chez orange ne reppond ca montre bien l'etat d'esprit bravo orange !!!!!!!!!
2114;;moi non plus parait il que ces passe en chaine payante bravo orange   la je viens de resillier mon abonement tv orange
2115;;Rien a voir mais merci orange pour 2016 de nous donner des chaine de M pour nous supprimer AB Moteur   [EDIT: @AB-Moteur_Objet du message modifié suite déplacement de post].
2116;;Je remarque plusieurs topics sur ce problme avec abmoteur et en effet aucune réponse de orange a part du blabla de vendeurs comme quoi on est des pigeons passionnés capables de surpayer un service qui était gratuit... Je crois que beaucoup n'ont pas encore remarqué ce changement, je l'ai dis à 2 collgues par exemple. Il est clair que je vais les appeler ds lundi et pousser mon coup de gueule et tout le monde doit le faire et les menacer de quitter orange bluff ou pas bluff, n'oubliez pas que nos appels sont enregistrés, il suffit de passer le message au plus grand nombre pour que a bouge (ou pas)
2117;;bonjour tu peux si tu veux signer la petition en ligne
2118;;Bonjour j'aimerais savoir pourquoi mon décodeur prend 5minute pour changer de chaïne, ou mme aller dans le programme tv. Faut il que je change de décodeur ou la carte d'accs ?
2119;;"Bonjour @Melissa437_  Si c'est un ralentissement d'actions du décodeur, et non la tvcommande qui pose soucis :   Ce qui peut tre essayé, c'est de prendre la tvcommande, d'appuyer successivement sur le bouton ""bleu"" ""jaune"" et ""bleu"", et d'aller ensuite sur ""réinitialiser"" => OK   ce qui est différent d'un reboot et peut suffir pour certains soucis   cdt Problme résolu ? Cliquez sur ""accepter comme solution"" dans la réponse. Cordialement."
2120;;@Melissa437_ en plus de la reinitialisation suggeré par @Lichenzo_ dans le menu system faite un ptit formatage du disque dur. A condition d'en avoir et de ne pas avoir d'enregistrement non regardé! ----------------------------------------------------------------------------------------------------------- Fibrage de mon NRA en fin d'année! Enfin !!!!
2121;;bonjour, je viens de souscrire à une offre open play mais je suis obligé d'avoir la tv par satellite et donc a le decodeur uhd 90,seulement il n'y a pas le disque dur  80GO avec je pensait qu'il etait inclus gratuitement avec une offre open play?
2122;;@franckymili36_  Bonjour,   Oui vous pensez bien, mais comme c'est une option (dans votre cas elle doit tre gratuite), il faut le réclamer au service commercial (via 3970).   Cordialement.
2123;;Bonjour @franckymili36  Afin de vous venir en aide à propos du disque dur, pouvez vous m'envoyer en message privé vos coordonnées : numéro compte internet, numéro de téléphone, numéro de portable, nom et adresse actuelle. Bonne journée. Philippe
2124;;@franckymili36  Suite à votre demande concernant le disque dur, je vous ai répondu en MP (message privé). Cordialement Philippe
2125;;probleme resolu,disque dur en route! merci beaucoup philippe du staff
2126;;Bonjour, Cela fait déjà quelques semaines que j'ai reu un nouveau décodeur Sagem UHD90 Slim pour remplacer mon bon vieux Sagem avec lequel je n'ai jamais eu de soucis.... Malgré ma patience et mes multiples essais, le décodeur tente des éternelles mises à jour qui n'aboutissent jamais !!!!! Bien entendu aujourd'hui, mes droits de mon ancien décodeur sont révolus, donc nuls et je me retrouve sans tv.   Alors malgré des attentes de plus de 10mn à l'assistance sans réponse (c'est qu'il y a une vie à côté d'Orange), je me retrouve encore à payer un forfait avec des services non remplis (souvenir : Bernes 80240, village o le réseau est archi pourri et o on attend désespérément le branchement fibre .....).   Bref, si un admin peut donner des soluces intéressantes & efficaces, je sius preneur..... car je suis devenu un client trs impatient et qui voit rouge quand je parle d'Orange. !!!!!   MERCI d'avance !
2127;;Bonjour,   @Borel59_  En attendant l'intervention d'un web conseiller (interlocuteur avec le Logo Orange), voir cette FAQ:   http://assistance.orange.fr/tv-decodeur/decodeurs-slim-uhd-86-87-90-sagem-sat/installer-et-utiliser/...
2128;;"@Borel59_  Bonjour,   En complément de ce que vous a suggéré @cledefa_, vous avez également une possibilité de contact à travers votre espace-client sur votre PC.   En descendant le portail, dans le chapitre ""Orange à votre service"", vous avez une rubrique ""contacter Orange"". A l'issue d'un questionnaire à choix multiples, vous offert soit la possibilité soit d'trte rappelé par un conseiller du SAV, soit d'entrer en contact en ""e-chat"" avec un e-conseiller. Il semble que dans votre cas, puisque le décodeur ne se met pas à jour, un échange de l'appareil soit nécessaire.   Cordialement."
2129;;Appareil échangé hier suite à un aboutissement d'appel mercredi soir. Tout est rentré dans l'ordre côté décodeur ?. Concernant le débit, d'aprs l'agence régionale, dans quelques jours je pourrai mme avoir la tv par ma ligne.....: Bienvenue la Fibre!!!!! ENFIN! Là, 200kb de débit, c'est plus possible. Allez, je repasse au vert pour Orange?
2130;;"des infos annoncent le rachat des chaines eurosport - eurosport 2 par le groupe canal+, ces infos annoncent également que les possesseurs des box ""orange, bouygues, sfr"" ne pourront plus recevoir ces chaines. ayant souscrit en janvier au bouquet ""extra"" chez orange pour bénéficier des chaines eurosport, que va t-il ce passer au printemps période à laquelle visiblement canal+ prendra en charge la distribution des chaines eurosport.   pour info les bouquets extra chez orange est à 15€ le bouquet ""panorama"" de canalsat qui serait diffuseur d'eurosport est au prix de 24,99€ soit 10€ de plus !!!!!!   que compte faire orange pour ceux qui ont souscris pour l'option ""extra"" ?   la solution résilier l'option""extra"" chez orange pour souscrire l'option ""panorama"" chez canal+?  soit 10€ de + ?   merci pour les consommateurs, manque d'infos, manque de respect, a change pas beaucoup en fin de compte, aller tous les passionnés de sport tous à vos porte monnaie !!   http://www.lefigaro.fr/flash-eco/2015/02/09/97002-20150209FILWWW00371-eurosport-diffuse-en-exclusivi...    "
2131;;"Bonjour defaz, C'est une annonce, tout n'est pas encore finalisé . Votre article cité est au conditionnel. On ne peut pas reprocher à Orange de ne pas prévenir ses clients d' événements qui ne sont pas encore finalisés. Patiente ; attendez les annonces, et voyez ce que Orange propose à ce moment la."
2132;;"http://www.lexpress.fr/actualite/medias/audiovisuel/les-chaines-eurosport-bientot-en-exclusivite-sur...   pas finalisé, pas finalisé, a y ressemble quand mme beaucoup, orange pourrait communiqué dés maintenant de manire à éviter que ceux qui prendraient le bouquet extra pour avoir eurosport ne se retrouvent pas dans la mme situation que certains abonnés orange qui ont le pack ""extra"" avec eurosport qui va disparaitre au printemps, et ce n'est pas du conditionnel.   on fait quoi maintenant...avec un pack qui offrait eurosport et qui au printemps n'offrira plus ces chaines.   orange doit communiquer maintenant vis à vis de ses abonnés !"
2133;;Salut , Orange pourrait , devrait...mais  Orange  , qui fait du commerce , attendra  malgré tout que ce soit sr  !   @@
2134;;c'est tout simplement déjà fait hélas.
2135;;Bonjour, A partir du 31 mars 2015, les chaines Eurosport et Eurosport 2 ne seront plus accessibles depuis les bouquets Orange car elle deviennent une exclusivité CanalSat. Elles resteront néanmoins disponibles sur la TV d'Orange via l'offre CanalSat, distribuée par Orange. Si vous souhaitez bénéficier d'une offre complte de sport, le nouveau bouquet sport max  incluant beIN SPORTS et 8 chaines spécialisées (automobile, tennis, golf, nautisme, É) est à 12€/mois pendant 2 mois puis 16€/mois.
2136;;"donc comme je disais c'est fait, désolé pour ceux qui doutaient, l'offre canalsat est bien plus chre que l'offre actuelle chez orange pour avoir EUROSPORT et pas beIN et autres chaines ""sports"" qui sont trés spécialisées au contraire d'eurosport.   vous proposez 2 offres pour canalsat aucunes des 2 offres n'a eurosport 2 au 16/02/2014, il va falloir revoir les offres ?? ou bien il y a un oubli   je vais donc suspendre mon bouquet extra de chez orange et attendre, car les offres canlsat ne sont pas claires tout du moins chez orange   1 offre panorama avec eurosport à 24.90€ 1 offre grand panorama avec eurosport à 39.90€   l'offre actuelle orange pour le bouquet avec eurosport et eurosport 2 est à 15€, je vous laisse calculer la différence de prix, le client est encore une fois bien mis à contribution financiérement.   désolé stéphanie votre réponse est loin d'tre satisfaisante et n'offre pas de solution   aller orange un effort pour les clients? "
2137;;Bonsoir , si c'est mieux ailleurs , il ne faut pas hésiter à y aller !!   @@
2138;;réponse sans intért, vous pouvez changer de fil de discussion, merci.
2139;;Bonsoir,   Qu'attendez vous d'Orange, à partir du moment ou Canal+ a décidé de garder l'exclusivité des chaines Eurosport ? Ils avaient déjà fait le mme coup l'an passé avec Motors TV... Je suis dans le mme cas, j'ai résilié mon bouquet Extra. ------------------------------------------------------------------------------------------ Vous tes sur un espace d'aide entre utilisateurs. Si votre problme est résolu, merci d'en informer la communauté.
2140;;  Depuis le 5 février 2015, la gamme des bouquets payants de la TV d'Orange a été simplifiée. Si vous étiez abonné à un bouquet avant cette date, retrouvez les modifications que cette évolution peut avoir entraïné sur votre offre. En savoir plus ici.     Retrouvez également sur la boutique le descriptif des bouquets TV d'Orange
2141;;"Bonjour,      C'est moi ou il n'y a plus du tout les chaïnes Eurosport dans le nouveau bouquet sports max ???    D'ailleurs, ces deux chaïnes n'apparaissent plus nulle part ! Ont-elles purement et simplement été supprimées de l'offre TV d'Orange ?   Cordialement. Cordialement. ========== Une réponse vous a plu ? N'hésitez pas à ""toper"" son auteur ! Si vous avez ouvert un sujet et qu'un post a résolu votre souci, cliquer sur ""Accepter comme solution""."
2142;;Et oui malheureusement Eurosport a disparu ! Pour retrouver ces chaines il faut s'abonner à canalsat car eurosport va se retrouver en exclusivité sur canalsat, avec des tarifs prohibitifs, et une durée d'engagement à rallonge, c'est vraiment dommage !
2143;;Bonjour,   J'ai le bouquet divertissement et avec ces nouveautés, la chaine voyage va t-elle  faire partie de ce bouquet? Merci
2144;;"Bonjour @Pascoul74,      Voir le lien dédié de l'assistance.    En tant qu'ancien abonné à ce bouquet, vous le gardez mais il augmente d'un euro à compter du 2 avril prochain. Vous gardez également la cha•ne Voyage.   Changements : Ajout de la chaïne Action (canal 53) et de la TV à la demande sur la chaïne TCM CINEMA (canal 51)* L'abonnement mensuel du pack augmentera de 1 euro à compter du 2 avril prochain. Un mail vous sera envoyé pour vous confirmer ces modifications. *Les chaïnes Voyage, Ciné+, Action, TCM CINEMA et Paramount sont indisponibles sur la TV d'Orange par satellite orientée vers HB et AB3.   Cordialement. Cordialement. ========== Une réponse vous a plu ? N'hésitez pas à ""toper"" son auteur ! Si vous avez ouvert un sujet et qu'un post a résolu votre souci, cliquer sur ""Accepter comme solution""."
2145;;"   Pour en revenir à Eurosport, c'est effectivement la fin programmée pour sa présence chez les FAI    - Pour Bouygues : ici    - Pour Orange : là (rappel : non annoncé officiellement et clairement par Orange à ma connaissance) Suite à l'achat de parts par Discovery, les chaïnes Eurosport disparaissent progressivement des services TV et la TV d'Orange n'y échappe pas : dans quelques jours, Eurosport et Eurosport 2 vont se retirer des bouquets Sport. En attendant un retour d'Eurosport, il faudra souscrire un bouquet auprs de CanalSat.   - Pour Numéric‰ble-SFR pas encore d'annonce officielle mais il y a fort à parier qu'ils suivront le mouvement...    C'était les deux chaïnes qui motivaient la plupart des personnes à souscrire aux bouquets Sports... je crains une forte désertion ! A commencer par moi ds ce soir en rentrant...   Cordialemenrt Cordialement. ========== Une réponse vous a plu ? N'hésitez pas à ""toper"" son auteur ! Si vous avez ouvert un sujet et qu'un post a résolu votre souci, cliquer sur ""Accepter comme solution""."
2146;;Merci. Mais depuis samedi, je ne peux plus profiter d'OCS go à la demande. Je suis abonné au pack divertissement (extra +chaines OCS), ce bouquet n'existe plus mais vous m'aviez dit que je conservais mes chaines avec la chaine action en plus et 1€ de plus au mois d'avril. Comment se fait-il que je ne peux plus utiliser OCS GO à la demande? Quand je veux regarder un film, j'ai un message sur l'écran qui me dit que je ne suis pas abonnée à OCS. Est-ce un bug ? J'ai appelé le 3670 mais n'ai pas eu de véritable réponse.   Merci   Pascal
2147;;"Bonjour,      C'est officiel : les chaïnes Europsort redeviennent une exclusivité Canalsat...    Voir article du Figaro.   Cordialement. Cordialement. ========== Une réponse vous a plu ? N'hésitez pas à ""toper"" son auteur ! Si vous avez ouvert un sujet et qu'un post a résolu votre souci, cliquer sur ""Accepter comme solution""."
2148;;J'observe que les bouquets internationaux n'ont pas changé. Néanmoins, me concernant je suis abonné au bouquet italien et je ne comprends pas, alors que je paie mon abonnement au tarif de 4 €, pourquoi je n'ai pas accs à certaines heures aux programmes de la RAI qui me semblent tre cryptés. Pouvez-vous m'éclaicir et me préciser comment y  avoir accs ? Merci
2149;;"Bonjour @lesxa,      Cela est d aux droits d'images : certaines émissions, films ou programmes sportifs par exemple ne sont autorisés à tre diffusés que sur le territoire italien et non à l""étranger.    Ce n'est donc pas un cryptage qui est mis en place mais un brouillage volontaire qui ne peut donc tre contourné.   Cordialement.   Cordialement. ========== Une réponse vous a plu ? N'hésitez pas à ""toper"" son auteur ! Si vous avez ouvert un sujet et qu'un post a résolu votre souci, cliquer sur ""Accepter comme solution""."
2150;;bonsoir, nous avons souscris a bein sport depuis vendredi 18h et toujours rien, malgré toutes les manipulations proposées. En existent ils d'autes ? merci pour vos retours et votre aide   yaya Résolu ! Accéder à la solution.
2151;;"J'ai également un problme d'activation d'abonnement BeinSport, abonné depuis ce jour à 18h50 et toujours rien malgré toutes les manips possibles. C'est quand mme incroyable de ne pas avoir anticipé la vague d'abonnements ""coupe du monde"", mais bon on est habitués au service minimum avec orange (débit pourri par exemple)   Pouvez-vous régler mon problme svp ?   Merci"
2152;;Bonjour,    si a peut aider quelques uns... j'avais le mme soucis lors de mon abonnement à BEIN sport. J'ai bien fait le 398 pour initialiser mes chaines, mais cela ne fonctionnait pas.   J'ai juste coupé et rallumer mon décodeur et procédé à la mise en marche comme lors de la premire installation. Et j'ai BEIN dans mes chaines depuis.   à bon entendeur
2153;;Bonjour à tous,   En complément de la réponse de FRENAT16, je vous informe que les webconseillers sont présents du lundi au samedi sur ce forum. Je vous invite donc ce jour à contacter un conseiller via la fentre du chat qui vous est proposée sur l'assistance. (Patientez quelques secondes avant qu'elle n'apparaisse) Pensez au préalable à noter le numéro de votre carte d'accs et le communiquer au conseiller afin qu'il vérifie que celui-ci est bien enregistré dans votre dossier.   N'hésitez pas à revenir nous dire si votre problme est résolu. Bonne journée.
2154;;"Idem pour moi. Abonnement souscrit samedi 14.06 vers 19h00 et dimanche 15.06 à 16h30, je n'ai toujours rien ! Et pour joindre ORANGE, autant dire que tout est fait pour que l'on ne le puisse pas. Vous appelez d'un fixe, on vous demande un n¡ de portable. Vous appelez d'un portable, on vous propose de résoudre des litiges liés à un ... portable ! Comment fait-on pour la TV ? Je vais donc me rendre, lundi, à la boutique ORANGE, o l'on va encore me prendre de ""haut"" (parce que question accueil c'est quand mme pas top) et m'endormir avec des motifs à la noix ( parce que le pb lié au n¡ de carte auquel plusieurs membres du forum font référence me fait bondir : c'est quanr mme eux qui nous l'affecte ! )  Et dire que j'ai souscrit une offre OPEN (je suis client FRANCE TELECOM/ORANGE depuis toujours) alors que mon entourage (enfants compris) m'encourageait de changer. Je suis vraiment décu ! Bon courage à tous."
2155;;"Idem pour, nous avons bien souscris a bein sport depuis Samedi (il y a 3 jours) et toujours rien. J'ai essayé toutes les manips possibles, et rien, absolument rien. J'ai suivi mon commande, qui indique ""votre commande est terminée"", concernant ""votre commande du 14/06/2014"" mais, toujours rien!"
2156;;Bonjour à tous, Avez-vous réussi à contacter un conseiller via la fentre du chat ? Vos difficultés sont-elles toujours d'actualité ? Je reste à votre disposition.
2157;;Bonjour, J'ai réussi, hier, à contacter un conseiller par téléphone. Il semblait avoir résolu mon problme puisque quelques heures plus tard mon épouse m'information que l'accs à BEIN était opérationnel. De plus, lorsque je suis rentré à mon domicile vers 21h00 et que ce dernier m'a rappelé (là, je dis chapeau !) pour s'assurer que tout fonctionnait, c'était le cas. Malheureusement, lorsque j'ai voulu regarder à minuit le match ghana/états unis, je n'avais plus d'accs. Et ce matin, c'est encore le cas. Donc mon problme n'est pas résolu ! Snif !
2158;;Bonjour FLORIALEXIN, Pouvez-vous redémarrer votre installation ? Je reste à votre disposition.
2159;;bonjour, En effet dimanche j'ai eu par chat un conseiller qui m'a fait faire plusieurs manipulations et le problme n'a pas été résolu ensuite un technicien m'a contacter pour me faire faire la meme manipulation et m'a dit pour finir que notre décodeur était trop vieux. il nous a proposé de l'échanger dans une boutique orange (90km aller retour). Nous y sommes allé à la premire heure le lundi matin et nous avons été recontacté par un conseiller qui nous a dit que bein sport avait des perturbations. J'ai un ami qui a bein sport sur la mme commune, lui n'a pas de perturbation. A ce jour nous n'avons toujours pas bein sport, notre abonnement cours depuis vendredi 18h, la page qui s'affiche et intemperies alors que toutes les chaines de C+ et chaines TV fonctionnent trs trs bien. Nous attendons 17h (ce que nous a demander le dernier conseiller) pour faire un prochaint test et ensuite nous supprimerons l'abonnement si cela ne fonctionne pas. J'espre qu'Orange fera un geste commerciale car dans une famille passionée de foot vous avez réduit le moral à zero des troupes.   Ne serais pas joingnable  avant 17h. Merci de faire le necessaire.
2160;;"Bonjour,   Un webconseiller du forum peut-il nous répondre ???   J'ai reu deux mails espacés d'une semaine me disant que le multi-écrans CANALPLAY étant maintenant disponible pour les abonnés orangeTV.   Pour se créer un compte sur canalplay et y accéder, on doit rentrer un code d'activation, disponible d'aprs le site sur notre compte à partir du pass de la TV d'orange : voir ci-dessous le lien renvoyant à cette explication :   http://abonnement.canalplay.com/abonnes-tv/creation-compte-canal?step=2   Or je n'ai rien, seulement le code parental et un renvoi à un numero canalplay en 08 surtaxé (""vous avez perdu votre code blablabla..."")   Quant on contacte canalplay, ils répondent de s'adresser à ..... Orange !!!   Alors Orange, qui nous privez du multi depuis xx années (je le rappelle au cas o, c'etait disponible pour les autres FAI !) alors que nous payons le prix fort comme les autres, QUE FAUT-IL FAIRE pour obtenir le code et accéder au nirvana multi ????   MERCI cette fois de répondre clairement. Résolu ! Accéder à la solution."
2161;;Je suis seul à avoir ce problme ?
2162;;Aucun webconseiller sur ce forum ??   Pour renvoyer à une fiche technique toute faite, a a va (alors qu'on peut le faire seul) mais donner une vraie solution...   Je crois que entre canalplay et netflix, je vais virer de bord...
2163;;Bonjour j'ai le mme souci .... de plus j'ai commencé une serie sur canalplay, et ce matin alors que hier j'ai regardé un épisode de la saison 6, ce matin il n'y a plus que la saison 1 et 8. Comme s'il pouvait pas nous donner nos identifiant par mail au moment de la commande .... Je vais suivre l'action des autres et me desabonner également   Désolé de ne pouvoir vous aider
2164;;je cherche aussi une réponse ! je veux le multi écran , c'est pourtant marqué  clairement sur la TV sur les conditions de souscription mais... je n'y arrive pas
2165;;Toujours pas de réponse concrete de la part d'orange !!!   C'est inadmissible !!!   Je veux une reponse !!!   [EDIT : Merci de ne pas écrire en majuscules]
2166;;"Comme mon décodeur avait quelques ratés (freeze, impossible de sortir de la veille, etc) j'ai demandé un échange. Je suis donc allé chercher le nouveau aujourd'hui ; c'est une UHD90 et l'ancien était un 86. Aprs installation, je suis allé par hasard sur canalplay et là miracle, le code d'activation est disponible ! J'ai pu créer mon compte ! Alors vérifiez votre série de décodeur, quitte à faire un échange si c'est du 86 ?"
2167;;"Bonjour,   Je découvre l'univers Orange et en faisant un reset de ma box, j'ai par erreur hier activé l'offre Bouquet Ciné Séries Max   Je n'arrive pas à supprimer l'offre, cela m'indique ""Les caractéristiques de votre compte ne nous permettent pas d'afficher cette rubrique. Merci de bien vouloir contacter votre service clients (le numéro de votre service clients se trouve sur la 1ire page de votre facture) ""   J'ai envoyé un mail de réclamation via le formulaire de contact et silence radio.   Merci beaucoup pour vos conseils, je ne sais plus quoi faire   Salutations"
2168;;Bonjour, activer une offre et vouloir la supprimer juste aprs ce n' est peut-tre pas possible par internet. il faut contacter le service client, j' ai déjà activé une offre soit disant en faisant une fausse manoeuvre et la surprise a été grande quand ma facture est arrivée. C' était le premier mois de mon abonnement à la TV d' Orange et tous les bouquets étaient en clair, donc impossible de s' en rendre compte immédiatement. j' ai été rembourser.
2169;;Bonjour, J'essaie depuis 4 jours de résilier mon abonnement à canal play mais malheureusement il m'est impossible de le faire... Avez vous une solution?
2170;;@Fabien92400_ Bonsoir rendez vous dans votre espace client orange.fr afin de voir si vous avez la possibilité de faire la résiliation ou alors rendez vous sur votre tv  dans votre interface tv vous pouvez certainement résilié cette offre    si vous n'y parvenez toujours pas rendez vous ici https://contact.orange.fr   pour entrer en relation avec un conseiller par tchat directement afin de faire cette demande de résiliation    vous pouvez également attendre l'intervention d'un web conseiller ( agent avec logos orange) pour répondre à votre demmande ou alors faire votre demande ici par tchat ou par mail    https://espaceclientv3.orange.fr/depot-de-reclamation-en-ligne   je vous souhaite une bonne journée
2171;;Bonjour @Fabien92400  Je vous ai répondu sur un autre fil, nécessaire fait. Cordialement Philippe
2172;;Bonjour,     Aprs 3 semaines de tests, Canalplay me semble bien moins user-friendly que Netflix (en accs par navigateur internet depuis un ordinateur de bureau). Je ne ferais pas une liste exhaustive, mais 1. la vitesse de l'application est trs lente, 2. la personalisation est relativement limitée, 3. on revient souvent au tout début ce qui oblige à tout re-développer les menus ...   C'est dommage car l'offre des films/séries est vraiment bien : c'est comparable à Netflix avec un tout petit peu moins de choix (en tous les cas sur les catégories qui m'intéressent).   Bref, j'aimerais bien résilier l'offre gratuite qui débuté le 12 juin 2015 : pourriez-vous m'aider à ce sujet ? Il semblerait que laisser un message sur le forum soit la seule faon de résilier : a encore c'est dommage ... pour ceux qui sont allergiques aux forums. En effet sur mes contrats quand je suis ocnnecté sur mon compte, je n'ai pas vu d'offre Canalplay   Merci pour votre réponse. Résolu ! Accéder à la solution.
2173;;Bonjour @cybermaohi  Afin de vous venir en aide à propos de canal play, pouvez vous m'envoyer en message privé vos coordonnées : numéro compte internet, numéro de téléphone, numéro de portable, nom et adresse actuelle. Bonne journée. Philippe
2174;;bonjour, je souhaite résilier mon offre canalplay, comment dois-je procéder ?
2175;;Nous avions la chaine AB moteur (82) elle est maitenant incluse dans un bouquet payant, cela n'est pas normal. Comment constituer un groupe de pression afin qu'Orange nous restituer cette chaine gratuitement.
2176;;"tout a fait d accord je suis un tre ancient client il ont deja retirer il y a tres longtempt eurosport et ab moteur.Par contre je n ai aucune idee de la maniere de proceder pour qu il revienne sur leur decision ;A par les menacer de changer d operateur"
2177;;Bonjour,   @par7891_@JFM30_  Vous pouvez toujours signer cette pétition, il y a déjà environ 1200 signatures. https://www.change.org/p/orange-pour-que-la-chaine-de-sports-m%C3%A9canique-ne-devienne-pas-payante-...   @+ A chacun son boulot, je n'interviens dorénavant que pour les problmes qui ne sont pas du ressort de l'assistance d'Orange ou pour renforcer certains commentaires. Entraide ou pas d'entraide? Telle est la question.
2178;;pour la pétition c'est fait j'ai signé mais puis-je tre utile pour faire avancer nos sujet de mécontentement auprés d'Orange? et quelles est la réponse d'orange suite à la pétition.
2179;;Bonjour   Personnellement je vient de leur téléphoné il on dit qu'il allé remonter info É je n'y crois pas vraiment É   LE pire c'est que avant elle était dans le bouquet extra,quand la chaïne est passer gratuite il on retirée la elle redevient payante mais il on pas remis !!   Pourtant avant je payée 19€le bouquet es la 23 € !! avec plein de chaïne en moins !   Orange devient vraiment horrible de vrai requin qui pense qu'a voler leur clients !!!!!!     Pétition signé ,merci pour information ,
2180;;Bonjour, je souhaiterais résilier l'option BeInSport que j'ai souscrite en passant par Orange. Comment faire car je ne la trouve pas dans mes options. Merci d'avance, Laura
2181;;@lhora_ Bonjour vous pouvez le faire par tchat ici https://espaceclientv3.orange.fr/depot-de-reclamation-en-ligne   je vous souhaite une bonne soirée
